Reviews,Sentiment
zakhmi havaldar lalak jan shaheed ne is mission ke leye apni khidmat pesh kar dein,1
captain ne phele ye kaam unhen dene se inkar kar deya lekin havaldar lalak jan shaheed kisi na kisi tarah unhen qail karne mein kamyab rahe,1
havaldar lalak jan ne aik barod ka thela pusht par bandha aur ak sanbhal kar bharti gola bari ke darmiyan tiger hill se utre aur kisi ki nigah mein aaye bagheir khofiya banker tak ja pohanche,1
jab lalak jan ne ese uraya to aik zabardast dhamaka howa aur bharti foj ka gola barod barbad ho gaya,1
ne jawabi fire kiya unhen goliyan lagein lekin shaheed hone se phele wo aik tawel waqat tak bhartiyon ko jawab dete rahe aur unhen roke rakha,1
jab un ka jism mila to tab bhi un ki gun un ke sene se lagi hoi thi,1
lalak jan shaheed shumali elaqajat se nishan e haider hasil karne wale phel sipahi the,1
jurat o bahaduri ki esi masalein pori duniya mein tariq mein khal khal hi dekhne ko milein gi,1
jab take se sapot zindah hain dushman humari sarzameen ki tarfa meli nigahon se dekhne ki himat nahi kar sakta,1
hashim ko bachpan se hi squash se dewangi ki had tak shouq tha,1
hashin khan ne uss jaga ko daryaft kar liya tha jo unki aur unkey mulk ki waqar aur shohrat ki waja bani,1
squash se hashim khan ne aisa rishta qaim kiya jo lazwal bana unhon ne khud zati tour per aur phir unke khandan ke farzandon ne iss khail se aisa nata jora ke tareekh hi badal dali,1
shaid hi kisi khail mein kisi aik khandan ne aik khail per etni hukmarani ki hai,1
khan family ne squash per taweel hukumat ki hai aur yeh kahna baja hoga ke unhon ne squash ki tareekh ko apne haton se likah hai,1
iss lazwal kahani ki ibteda hashim khan se hoti hai hashim ke mutaliq kaha jata hai ke unhon ne squash ke khail ko hi tabdeel kardia squash se dilchapsi ka yeh alam tha ke woh garam dopher mein officers ko khelta dekhte rahte they aur jab gaind court ke bahar jati thi to uss ka taqub kerke usey wapis court mein phenk detey they,1
jab afsaran khail ker lot jate they to yeh hashim ke court mein dakhil hone ka waqt hua karta tha woh chandni raton mein dair tak akele hi khelte rahte they yahi waja hai ke un ka stemina lajawab tha,1
hashim khan gaind ke peachey bhagte bhagte kabhi nahein thakte they,1
thakawat naam ki cheese se to who waqif hi nahein they,1
hashim khan hairat angaiz quwat deikh ker unke sathi pareshan ho jaya kerte they,1
hashim naqabil yaqeen salahyaton ke malik they,1
hashim cheete ki tarah phurti se gaind ball per lapakte they aur aise qabil e deed strokes khelte they is ka tasawar bhi mumkin nahein tha,1
isi liye kaha jata hai ke hashim ne squash ke kai strokes ijad keay yeh strokes sirf wahi khail sakte they,1
inn strokes ki badaulat hashim khan ne shuru se hi shohrat kamai aur apne harifon per dabao qaim kerne mein kamyab rahe,1
hashim ne squash ki dunia mein qadam rakhte aik toofan barpa keya,1
all india champion abdul bari hashim ka pahla shikar bane yeh ki bat hai,1
abdul bari uss waqt ke behtareen khelari mane jate they jinhein drop short lagane mein khasi maharet hasil thi lakin hashim ke samne hetyar dalne pare amm khelari abdul bari ke drop short ka jawab dene sey qasir tha lakin hashim ne apne pehle hi drop short ko flap ker deya,1
mein bombay mein hone wale all india tournament mein shekhst khane ke bad abdul bari har bar hashim khan ka shikar bante rahe abdul barika zor toot chuka tha hashim khan ne abdul bari ki har martaba shikasht sey do char ker ke apni mokammal bartari ka saboot deya,1
lakin hashim khan ko rastah faraham keya gaya aur chandah akhttha ker ke unhein qismat azmai ke leay england rawana ker deya gaya mein british open ki shirket ke leay hashim pahonch gaey aur atey hi unhon ne dhamaka ker deya,1
british open sey chand din pehle squash opoen ka ineqad hua jis mein champion miser ke mahmood alkareem bhi shirket ker rahe they mahmood guzashta char salon sey yeh tournament jeettey chale arahe they aur umeed yahi thi ke woh panchween martaba bhi kamyab lotein gein,1
lakin woh final mein hashim khan sey takra gaey europe ke sarzameen per pehla tournament khelne wale hashim khan ne chand minton mein hi mahmood ka final mein safaya ker deya iss khabar sey squash ki dunia mein aik tahalka mach gaya yeh aik bahot bara set tasawar keya gaya,1
aor pher woh ghari agae is ka sab ko intezar tha london ke lance down club mein british open ka agaz hua mahmood alkareem ne apne title ke dafa mein masroof they magar unki bad qismati ke final mein aik martabah pher hashim khan hi un ke samne they,1
hashim ne mahmood ke sath british open mein bhi wahi salook keya jo unhon ne squash open final mein keya tha mahmood ko aik martabah pher ibretnak shikasht ka samna kerna para aur almi title pehli martabah pakistan ke pass agaya,1
ab kisi ko hairat nahein thi ab sab log mutfiq ho chuke they ke hashim khan hi asli champion hai yahein sey iss kahani ka agaz hota hai khan family squash ki dunia mein aie aur cha gaie,1
british open per khan family ki ajarah dari shuru ho gaie hashim khan ne sath martabah iss tournament ko jeeta iss dauran un ke chote bhai azam khan kazan roshan khan aur bhanje mohibullah khan ne bhi apni salahyaton ka loha manwaya,1
aur ke darmeyan hone wale british open final mein rasai hasil karne wale khelaryon mein sey ka taluq khan family sey tha hashim martabah british open ke final mein pahonche jabke unke bhai azam khan bhi sat martabah final kheley,1
azam ko yeh azaz hasil hua ke unhon ne british open ka sab sey kem waqt mein jeeta apne hi kazan roshan ko bari maharet set zair keya tha yeh bara hairat angaiz moqabla tha jis mein azam ne roshan ko koi moqa nahein deya shaiqeen to yeh bhi samajhne lage they ke momkin hai ke roshan mokammal tor per fit nah on lakin aist koi bat nahein thi azam khail per mokammal tor per chaey huey they aur roshan jaise azeem khelari bhi bea bes ho gaey they,1
iss aik tarfa final ke bad hi british open ke muntazmeen ne faisla keya tha ke teesre aur chouthe position ke leay bhi final wale din hi moqablah hua kare ga take shaiqeen ko khail ka lutf hasil ho sake,1
hashim ne jald hi american squash mein apna moqam bana liya,1
hashim khan ne bartanya se zayada america mein tournament jeete,1
barhti umer ke bawajood hashim america aur canada mein hone wale moqablon mein sur khuru rahe,1
jab hashim azam aur roushan ne american cricket ko khair baad kaha to un ki nasal ne kamyabi ke safar ko jari rakha mohibbullah khan tek american tournament jeette rahe pher hashim ke bare sahebzade sharif khan agae,1
north american title sal mein martabah jeet ker sharif ne apne walid aur apne khandan ka ser mazeed uncha keya american cricket mein gair mamooli kar kerdagi un ki ala salahyaton ka munh bolta saboot thi,1
ki dahai mein khan family keg air mamooli karnamon ki badault pakistan squash ki dunia mein sare fahrist raha,1
aftab jawed british amateur o champion ship jeetne mein kai martaba kamyab rahe balke unhon ne to yeh title teen sal laga tar jeeta mein yeh title jeet ker british amateur champion ship ki sala tareekh mein woh teesre khelari they jinhein hat trick ka ajaz hasil hua,1
ke bad jab mohibbullah khan ne british open title jeeta pakistan ko yeh ejaz mein hasil hua iss martaba dono pakistani khelari qamar zaman aur gogi allauddin pahonche they lahza title to pakistan ana hi tha qamar ne gogi ko shikast de ker pahli martaba open jeetne ka ejaz hasil keya,1
almi cricket mein kai umda khelaryon ki maujudgi ke bawajood jaif hint sey tek british open ka ejaz jeette rahe hint bahot achcha khelte they aur un ki ala technic ko matt dene ke leay kisi bahot hi azeem khelari ki zaroorat thi,1
iss azeem hasti ka nam jahangir khan tha jis ne hint ko squash ko khair bad kahne per majboor ker deya jahangir ki kahani iss fateh alam ki kahani hai jo apni na qabil yaqeen salahyaton ki bunyad per bagai ruke jadoo jagata raha unhein squash ka sikender e azam bhi kaha ja sakta hai jis ke samne koi ruk nahein pata tha,1
jahangir ne squash ki dunia mein mein qadam rakah tha iss sal australia mein hone wali world champion ship mein unko iss leay moqa deya tha ke woh chand din pahle hi beemar per jane ki waja sey mokammal tour per sehatyab nahein huey they lakin issi sal jahangir ne sal ki umerw mein world amateur title jeet ker yeh sabit ker deya ke uski shakal mein aik tareekh saz khelari chupa hua hai aur ane wale salon mein bilkul aisa hi hua,1
jhangir khan ke bare bhai tourism khan bhi aik manjeh hue khelari they tourism khan dunia ke bare khelaryon ki fahrist mein they aur inter national squash players association ke sadar bhi they un ke kazan rahmat khan dunia ke behtareen khelaryon ki saf mein shamil ho chuke they rahmat ke walid nasrullah khan air land ke juna bair ligtan ke coach rah chuke they,1
rahmat khan aur torsam khan ka irada tha ke woh england mein aik achche squash club mein malkana haqooq hasil ker lein aur wahan jahangir khan ko bola ker training di jae take woh australia ke haif hint ki mosalsal perwaz ko rokne ka bandobast ker sakein,1
jahangir khan apne barae bhai torsam ke khail sey bahot motasir they,1
rahmet ne jahangir khan ko dobara squash kort mein lane mein aham kirdar ada keya rahmet ko yeh andaza tha ke jahangir mein khudad salahyatein maujood hain aur umda training aur coatching sey un ke khail mein mazeed nikhar paida ho sakta hai,1
rahmet ne apne khandan ke buzurgon aur pakistan inter national air lines ke ohdedaron ko razi ker leya ke england jaker hi jahangir woh sare ezazat hasil ker sakta hai jis ki sab ko tamanna hai rahmet khan ko ejazat to mil gai lakin ajpne mansoobe ko amli jama pehnane ke leay unhein do sal ki mohlet di gai,1
rahmet khan ne iss challenge ko qabool ker leya aur apne mishan pewr rawana ho gae unhein yeh bata deya gaya tha ke nakami ki surat mein qaum ka unhein ko kerna pare ga rahmet khan ko na jane jahangir mein keya nazar agaya tha ke woh shooru sey hi pur umeed dekhai dete they,1
aur theek do sal bad woh khab haqeeqat mein tabdeel ho gaya woh mission kamyab raha jis per rahmet khan rawana huey they november torsam khan ka inteqal hua tha aur november ko jahangir ne canada ke shaher toronto mein jaif hint ko hara ker nae almi champion banne ka ejaz hasil keya,1
simi final mein jahangir ne hadayat jahan ko shikst di thi jabke hint ne doosre simi final mein faqmer zaman ko haraya tha sala hint world open mein naqabil taskher chale arahe they aur sey hone wale iss tournament mein har bar fateh lout rahe they,1
hint ne pehla game sey jeeta magar minut tek chalne wale iss game sey andaza hone laga tha ke jahangir hathyar dalne ke mood mein nazar nahein ate minut ke taweel dauranya wale pehle game mein hi sala hint ko tawaqat sey zayada jaddo jahed karna pari thi,1
sala jahangir ne hint ko itna zayada pehle hi game mein thaka deya tha ke un ki tawanai mein kami nazar ane lagi thi hint apne harifon ko thaka ker harane mein mashhoor they lakin iss roze woh khud shikar ho rahe they yeh umda mansooba bandi ka nateja tha jahangir ne pehla game iss andaz mein khela tha ke usey zayada sey zayada lamba keya ja sake,1
jahangir apni shason mein kamyab rahe aur agle teen game sirf minut ke ander jeet leay iss tarah hint ki kamyabyon ka silsila khatam hua aur un ki jaga aik naujawan pakistani ne le li,1
aur yahan se aik ahad ki shuruat huein aenda panch salon tek jahangir khan ko iss dunia ka koi bhi khelari hara na saka iss dauran unhon ne sey zayada matches khele aur har martaba kamyabi hasil ki yeh aisa record hai jis ki misal squash mein to keya kisi aur khail mein bhi nahein milti,1
iss zamane mein jahangir ke khelaf aik match to keya aik game ya sirf aik point hasil kerna bhi un ke hareef ke leay fakhar ki bat samjhi jati thi,1
november mein newzi land ke roos norman ne woh karnama anjam deya jis mein guzashta panch sal sey bzayada arsa mein har aik nakam raha tha norman kai martaba jahangir sey shikast kha rahe they lakin ke world open final mein squash ki dunia ka azeem tareen khelari zair ho hi gaya,1
jahangir ne chand hi dino bad norman ko kai moqablon mein hara ker world open ki shikast ka badla le leya aur apni kamyabton ka silsila jari rakha,1
london hi mein training hasil karne wale pakistani naujawan jansher khan mein squash ki ufaq per ubhre aur jahangir khan ke leay aik sakht khan hareef sabit huey jansher ke bare bhai mohibbullah khan junior bhi aik achche khelari they jinhon ne ka british open final khela tha,1
jansherbhi bila shuba aik azeem khelari they un ka moqabla jahangir khan ke sath martaba hua ke world open final tak dono baraber yani matches jeete they akhri moqabla jansher ne jeeta iss tarah un ke darmeyan record ho gaya,1
jahangir ki retirement ke baad almi satah per jansher pakistan ki wahid umeed hua kerte they jansher ne apne weaqt ke behtareen khelaryon ko mosalsal harate rahe aur khud shazonadir hara kerte they,1
bradman ke des australia ke mayanaaz batsman bakamaal fielder aur bemisaal captain ricky ponting ko naqadeen aur shaiyqeen har lihaaz se aik lajawaab cricketer tasleem karte hain,1
in ka shumar apne mulk he nahi duniya ke kamiyab tareen captains mein hota hai,1
wo captain kya bane in ki bating aur bhi ziyada karari ho gai,1
jis ka khamyaza mukhalif team ke bowlers ko bhugatna parhta hai,1
ricky duniya ke iklote batsman hain jinho ne martaba aik calendar saal ke dauran test matches mein se zaiyd runs score kiye,1
ricky ponting ki qiyadat mein yellow shirts new dobara world cup jeeta,1
inho ne test centuries banai hain aur is muaamley mein sirf sachin tendulkar se piche hain,1
ricky ponting ko one day cricket mein australia ki taraf se sab se ziyada runs aur centuries banane ke aezaaz hasil hai,1
ricky ponting mein wisden leading cricketer in the world aur mein wisden cricket of the year ka aezaaz bhi hasil kar chuke hain,1
december ko australia ki riyasat tasmania ke area launceston mein aankh kholne wale ricky thomas ponting ko apni salahiyaton ka loha manwane ke liye ziyada intezar nahi karna parha,1
inho ne mein sirf baras ki umar mein he one dau ben ul aqwami matches aur test matches ka apna khata khol liya tha,1
in ka daur e urooj us waqt shuru hua jab mein inhe kangaroos ke one day squad aur phir saal bad he test team ka bhi captain bana diya gaya,1
aedaad o shumar ke aaiyne mein dekha jae to ricky ponting test matches mein centuries aur half centuries ki madad se runs bana chuke hain test matches mein in ka oasat hai jab ke one day international matches mein inho ne ke oasat se runs score kiye hain,1
candidates ki list khasi taweel hai aur is mein steve waugh ellen barden sachin tendulkar aur brian lara jaise bohat se shohra aafaaq batsman shamil hain lekin aedaad o shumar ricky ponting ke haq mein gawahi dete hain,1
hashim ko bachpen se hi squash se dilchaspi thi,1
khail ka talent un mein shooru se hi maujood tha aur achchey khelaryon mein shoomar keye jate they,1
apni aala salahyaton ki bunyad per hashi khan ko british air force mein bahasyat squash coach faiz kiya gaya tha,1
mein pehli mertaba munaqid hone wali pakistan professional squash champion ship ke final mein sala hashim khan ne sala raushan khan ko shikast di,1
un mushkil halat mein bhi hashim khan ne squash se apna rishta nahein tora aur sakht jaddo jahad kerte rahe,1
hashim khan ko apni salahyaton ka andaza us waqt hua jab unke rishtedar abdul bari ke british open final mein pahonche,1
chand hi salon mein hashim ke khail ka meyar buland ho chukka tha lakin unhein uska ihsas nahein tha,1
hashim khan iss baat se bakhubi waqif thay ke un ka khail abdul bari se kafi behter hai,1
mein pakistan air force ke officers ne chanda jama ker ke hashim ki british open champion ship mein shirket ke liye england rawana kiya,1
yeh intehai hairer ki baat thi ke woh players khelari jise apne watan mein khelne ki tamam sahooltein mayasser nahein thein duniya ke number aik no one khelari player ko harane mein kamyab ho gaya,1
lakin hashim khan ke khail mein josh tha woh walwala tha aur sub se barh ker woh jazba tha jis se woh apne hum asar khelaryon ko zair kerne ki maharat rakhte thay,1
apne ala khail se hashim khan ne poori dunia ko hairat mein dal diya tha,1
tek woh british open mein na qabil e taskheer rahe yani yeh title woh mertaba lagatar jeete,1
ke final mein unhein roshan khan ne shikast di lakin mein hashim khan aik mertaba phir sukhuru huye,1
iss tarah hashim khan satween mertaba british open jeetne mein kamyab huye jo aik naya record tha,1
woh apne daur ke azeem tareen khelari samjhe jate thay,1
saal ki umer mein bhi woh aik naujawan khelari ko farig kerne ki salahiyat rakhte thay,1
hashim khan ke khail ke ahem khubi yeh thi ke woh kisi bhi lamha himmat nahein harte thay,1
kaha jata hai ke unhon ne squash mein kayi new shorts ijaad kiye,1
hashim khan ka short jo sab se zaida mashoor huwa aur jo dekhne se taluq rakhta tha woh four hand cross kort drop short tha jis ke zariye hashim khan ne na sirf apne hareefon ko bikheir ker rakh diya tha balke uss se hashim khan ne motadid points hasil kiye thay,1
roshan khan iss azeem tareen khelari ke walid hain jis ne iss khelon ko naya andaz diya,1
roshan khan ke sahebzade jahangir khan ka nam squash ki tareekh mein sunahre hooroof se likha jata hai,1
roshan khan khud bhi apne daur ke aik behtareen khelari thay,1
roshan aur hashim pakistan ke ibtedai dino ke do super star thay,1
unko shikst de ker roshan ne ye sabit ker diya tha ke squash hi misr ki bartari ikhtetam ki taraf gamzen hai,1
misr ke mahmood alkareem ko ke dunlop open ke final mein hara ker roshan khan ne apne roshan mustaqbil ki naweed sunayi thi mahmood char martaba british open title jeet chuke thay aur apne waqt ke ala tareen khelari player mane jate thay,1
roshan khan bari jawan merdi se hashim khan ka moqabla kerte thay,1
kayi tournament ke final mein hashim ke haton shikst khane ke baad roshan khan ne akhir kar ke british open final mein hashim khan ko zair ker hi deya,1
iss tarah roshan khan british open ka izaz hasil kerne wale doosre pakistani khelari ban gaye,1
mahreen ne iss series ko world champion ship series qarar diya tha,1
mein hashim khan aur roshan ne australia and new zealand ka daura kiya un dono ko wahan aik series khelne ke liya madu kiya gaya tha ta ke unka khail dekh ker maqami khelari apne khail mein nikhar paida karein teen matchon ki series roshan khan ne se jeet li thi,1
iss tarah ye roshan ke liye aik bahot bari kamyabi thai,1
cricket ki duniya ne ab tak jo azeem tareen player paida kiye in mein brian lara top of the list hain,1
lara ne college ke tournament school boy league mein runs fee innings ki oasat se runs banae jab wo saal ke the to inhe pehli baar naujawan players mein shamil kiya gaya aur under ki numaiydegi karne ka mauqa mila brian lara trinidad and tobago mein football aur table tennis bhi khela karte the magar in ka khayal tha ke cricket in ki kamiyabi ka raasta hai jo inho ne sach kar dikhaya,1
inhe cricket ki duniya mein the prince bhi kaha jata hai,1
brian lara aik aise batsman hain jis ke gunn cricket ki duniya ke shaiqeen aur cricketers sab he gaate hain,1
in ki salahiyaton ko dekhte hue inhe sir dawn bradman jawed miandad sir lan hatton sir garry sobers sunil berry richards aur sachin tendulkar jaise mayanaz batsman ki suff mein shamil kiya jata hai,1
inho ne west indies ki nakaam hoti hui team ko sambhala aur is ki kamiyabi ke liye sara bojh apne kandhon par utha liya,1
multan test mein inho ne jarihana andaaz se bating ki aur kisi bowler se riayat na karte hue double century score ki jise sab yaad rakhenge,1
brian lara ne test matches mein runs score kiye wo test matches mein sab se ziyada runs banane ke aitebar se duniya mein number par hain,1
inho ne aik roza matches mein innings khel kar,1
wo munfarid aur barhe records ke maalik hain,1
roza cricket mein kae martaba sab se barhi inferadi innings khel kar aalmi record bana chuke hain,1
sir garry sobers ke runs ka saal tak aalmi record bana raha tha brian lara ne mein england ke khilaaf runs bana ka rise bhi torh diya phir australian batsman mathew haddon ne saal bad mein zimbabwe ke khilaaf runs bana kar in se yeh aezaaz cheen liya lekin brian lara ne sirf months ke bad he aik shandar innings england ke khilaaf khel kar runs bana kar dobara new record qaiym kar diya,1
yeh roza test match mein kisi bhi cricketer ka ab tak sab se barha score hai,1
brian lara ko first class cricket mein yeh aezaaz bhi hasil hai ke wo aik he innings mein runs banane wale wahid batman ban gae,1
yeh aezaaz inho ne mein kashair county ke liye khelte hue sabiq pakistani cricketers haneef mohammad ka record torh kar hasil kiya,1
cricket ki duniya par raaj karne wale brian lara sehar angaiz bating mein to kamiyab rahe magar west indian team ki captainship in ke liye masla bani rahi,1
baar in ko team ki qiyadat saunpi gai us dauran inho ne aik roza cricket matches mein se jeete haarey aur baghair kisi natije ke khatam hue,1
in ke retirement ke faisley par sabiq west indies fast bowler wesley hall ne afsoos ka izhaar kiya joel garner aur michael holding ne kaha ke brian lara aik ache khiladi hain in ki is salahiyat se faida uthaya ja sakta hai aur west indian bating ki bartari barqarar rakhne au rise aage barhane mein madad mil sakti hai,1
azam khan bare mehnati aur housla wale khelari thay,1
azam khan mein yeh khoobi maujood thi ke woh apne hareef ko jald hi qaboo pane ki salahyat rakhte they,1
lekin se azam khan ki kamyabyon aur kamranyon ka daur shooru huwa who char martaba mosalsal british open title jeetne mein kamyab huye jo aik bahat bara karnama tha,1
ke britsh open final mein unhon ne apne cousin roshan khan ko chand minutes mein hi ura deya tha,1
saiqeen ye samajh rahe thea ke final bahat sakht aur sansani khaeez hoga keyon ke do aala paye ke khelari players aik doosre ke madd e moqabil thay dono aik aik mertaba british open jeet chuke thay aur aik bahot hi kante dar final ke tawaqqa thi,1
cort mein maujood shaiqeen ko us waqt zaberdast hairat hue jab sirf chan minutes mein azam khan ne match jeet liya,1
naujawan mohibullah ne apne tajurba kar mamoon ke khelaf lajawab khail ka mozahra kiya,1
panchween aur faisla kun set mein azam khan ko bahat iehteyat beratna pari aur apne tamam tajurbe ko barue kar lana para,1
azam ne yeh match jeet ker british open title ki hit trick mokammal ker li,1
tawaqat ke motabiq yeh match bhi dilchasp aur sansani khaiz raha dono khelari palyer jarhana andaz apnate rahe aur shaiqeen ala khail seylutf andoze hote rahe,1
yeh moqabla bhi akhir tak dilchasp raha aur tareekh ne apne app ko dohraya yani panchween aur faisla kun set mein azam khan aik martaba phir bazi ley gaye,1
azam khan aik phurteele khelari they aur hashim khan jaise azeem khelari palyer bhi un se sanbhal kar khela kerte thay,1
british open ke elawa deeger bainul aqwami moqablon international squash competitions mein bhi azam khan ne kayi ahem kamyabyan hasil kein,1
khush tabaa khush zauq aur khush libaas wasim akram ne aesa cricket khela hai jis ki shaiyqeen ko khuwahish thi,1
ball poar jadooi giraft se inhe rafter aur swing ko qaboo karne ka hairat angez fun aata hai,1
aik he action mein fast speed se wicket ke dono taraf ball karne ka fun,1
swing ke sultan ko duniya ke azeem tareen bowlers ki list mein shamil karta hai,1
jab ke inho ne one day matches mein kul wickets apne naam ki hain,1
one day mein in ki behtareen karkardegi mein karachi mein zimbabwe ke khilaaf kit hi,1
ke cricket world cup ke final mein in ki tabahkun bowling aur ghomte hue yorkers ne aik taraf to mukhalif team ki kamar torh di to dosri taraf inhe cricket ke shaiyqeen mein gher mamoli maqboliyat dila di,1
inho ne khud ko mutadid baar imran khan ka haqeeqi jaan nasheen sabit kiya aur kae matches mein pakistan ki numaiydegi ke sath captain ke faraiyz bhi anjaam diye,1
lekin is se in ki karkardegi mein koi farq nahi aaya,1
inho ne fast bowling mein wo khobsurti paida ki,1
jo is se pehle dekhne mein nahi aai thi,1
yaqinan yeh baat koi nahi janta hoga ke june ko lahore mein paida hone wala yeh ladka aik din duniya e cricket ka sab se ziyada tabahkun bowler sabit hoga,1
inhe bhi cricket se lagao ho gaya aur wasim baras ki umer mein apne school ki team ke bowling aur bating opener the,1
saal ki umer mein school ki team ke captain ban gae,1
in ki gher mamooli karkardegi ne maqami kalbon ki tawajja hasil kar lit hi,1
ludhiana club ki taraf se inho ne lahore gym khana ke khilaf behtareen karkardegi ka muzahira karte hue rameez raja aur intekhab aalam samait players ko out kiya jis par inhe cricket board ke talent camp ke liye muntakhib kar liya gaya,1
jab in ki umer baras hui to in ki in swinger balls ki shohrat hone lagi aur inho ne fast baller khan mohammad ki tawajja hasil kar li,1
javed miandad wasim akram ki bowling dekh kar bohat mutassir hue aur inhe ke zor dene par wasim akram ko new zealand ke khilaaf patterns eleven ke roza match ke liye team ke players mein shamil kar liya gaya jis ke bad mein inhe new zealand ke khilaf faisalabad mein hone wale aik roza international match ke liye team mein muntakhib kiya gaya,1
phir inhe new zealand ke tour ke liye bhi nominate kiya gaya,1
wasim akram one day cricket mein ziyada khush nazar aate hain jahan wo duniya ke behtareen all rounder kehlae,1
tahum aisa nahi hai ke wo sirf one day ke he player the bal ke test cricket mein bhi in ki maqboliyat ka graph tezi se bulandi ko chu gaya tha,1
ki series mein adelaide test mein inho ne imran khan ke sath bating karte hue qaumi team ko yaqeeni shikast se bacha liya tha,1
ke bad inhe cricket ki duniya ka sab se ziyada tez aur sab se ziyada tabahkun bowler qarar diya jane laga,1
ke wolrd cup mein wo qaumi team ko final tak na qabil e shikast le gae lekin final mein pakistan ko australia se shikast hui,1
tahum yeh ilzaam sabit na ho saka,1
taqriban dehaaiyon par mushtamil career mein wasim akram kar records bhi apne naam kar chuke hain,1
wasim akram pehle bowler hain jinho ne yeh hadaf hasil kiya hai,1
inhe baar test matches mein aur bar one day mein man of the match muntakhib kiya gaya hai,1
jab ke inho ne test mein aur one day mein bhi hat ricks ki hain,1
wasim akram apne career ke urooj mein har aik ki tawajja ka markaz the,1
aaj kal wo mukhtalif channels par commentary aur ipl mein kolkata knight riders ke coach ke faraiyz anjaam de rahe hain,1
mein wasim akram ki mulaqat australian khatoon shaniera thompson se hui aur baras bad wo shaniera ke sath shadi ke bandhan mein bandh gae,1
wasim akram pukhta iradon ke malik hain,1
in ek iradon ki pukhtagi ka andaza is baat se lagaya ja sakta hai ke baras ki umer mein he in ki diabetes ki tashkhees ho gait hi,1
is ke bawajood na sirf yeh ke inho ne apne khel ko mutassir nahi hone diya bal ke wo apni fitness barqarar rakh kar amlan diabetes ko ab tak shikast dete aa rahe hain,1
agar yeh kaha jae ke wasim akram un logon ke liye hausle ki misaal hain jo apni bemari ki wajah se mayoos ho jate hain to ghalat na hoga,1
cricketer ki hasiyat se intikhab alam ne bowling batting aur captain mein esa kuch khas zaror kiya hai jo tarikh mein un ka naam zindah rakhne ko kafi hai,1
retirement ke bad wo coach aur manager ke tor par quami team ka tawil hissa rahe aur is sare dor mein pakistan ne bohat si yadgar fatohat hasil kein jin mein numayan tar ke worldcup mein kamyabi hai,1
pakistan cricket board mein unche oddon par faiz rahe sar e dast director domestic cricket hain,1
test cap hasil kar lene par bowler ki khuwahish hoti hai bas jald azjald apna phela wicket hasil kar le,1
is tago do mein bazon ko khasa kasht katna parta hai magar baz thori kawish ke bad manzil sar kar lete hain,1
in sorton se hat kar test cricket tarikh mein qismat ke dhani ese guzre hain jinhon ne apni pheli bowl par hi batsman ko thikane laga diya,1
intikhab alam pakistan ki taraf ke test double karne wale phele cricketer hain yani wickets aur runs banane wale,1
mein pakistan ne new zealand ko us ki sarzamen par zer kiya to is tarikhi fatah mein intikhab alam ne wickets le kar bunyadi kirdar ada kiya,1
batting mein bhi kai bar kare waqat mein team ki ayanat ko aaye,1
mein oval test mein asif iqbal ke sath mil kar nawen wicket ki sharakat mein runs jor kar alami record banaya jo saal qaim raha,1
first class cricket mein bhi intikhab alam ke cricket ka sitara khub chamka,1
county cricket mein intikhab alam ke johar khub khule,1
mein sire county saal bad county champion bani to us mein intikhab alam ki umdah bowling ka bhi dakhal tha,1
mein middle sies ke phel batsmanon ko pavilion ki rah dikhai nawan bhi un ka shikar ban jata agar robin jackman jihon ne akhiri khilari out kiye un ki bowl par aasan catch na gira dete,1
badazan ye match mein century karne mein kamyab howe is leye agar wo innings mein wickets hasil kar pate to munfarid record ke malik ban jate,1
pakistan cricket team ke captain ki hesiyat se un ki khidmat ko nazar andaz nahi kiya ja sakta,1
abdul hafeez kardar ki retirement ke bad pakistani cricket mein banjar dor aaya aur ki dihai mein humari karkardagi dawan dol rahi,1
is arse mein england ke aik dore mein hum aik sires se hare to dosri mein se,1
in dosron ke bad pakistani team ne jo dere kiya in mein intikhab alam ki catnaini mein behtareen karkardagi ka muzahirah kiya,1
mein edgbaston test mein jab pakistan ki jeet yaqeni dekhai de rahi thi barish england ki madad ko aan pohanchi lords test mein jeet ke qareeb aakar naqis batting ke bais jeta match runs se har gaye,1
wisdon ne likha ke pakistan is dore mein haqiqi qowat ke tor par ubhra hai,1
ki series mein hum na koi test match hare or na koi first class match,1
mein bradman ki invicibles team ke bad pakistan ki pheli team thi jo baghar koi match hare england se wapis palti,1
in doron mein team ka hissa rehne wale imran khan ka kehna hai ke team par goron ka is qadar nafsiyati dabao hota ke hum jeta howa match har jate,1
is leye jab wo captain banne to unhon ne is team ko is khuf se nijat dilai,1
is bare mein jab intikhab alam se pocha to unhon ne bataya un dinon doron mein hum ne bari achi karkardagi dekhai,1
larke england mein county khel rahe the jis se un ko bohat kuch sekhne ko mila,1
ye durust hai ke aik do martaba hum jeet ke kafi nazdik aaye magar har gaye to is ki wajah khuf aur dabao nahi tha,1
is mudat mein cricket ke sath job hi acha bura howa is ke bare mein first hand information un ke pass bohat hai lekin barae naam maslehatan khlte nahi aur esi baat kam hi batate hain jis se tarikh ka record durust ho sake,1
aur to aur wo apne sath hone wali ziyadatiyon par bhi dil ke phaphole phorte nahi aur kisi kirdar ka naam bata den ye to namumkinat mein se hai,1
pakistan team mein hone wali baghawaton ka zikar karen to baat gol kar jayen ge,1
manager ke tor par nakhushgawar waqeyat ke bare mein daryaft karen to bhi tal jate hain,1
